Name,StudyHours,Attendance,Result,ResultNumeric,TotalMarks
Student_7975,5.16,72.35,Pass,1,87.59
Student_7976,1.54,51.91,Pass,1,50.89
Student_7977,9.22,72.37,Pass,1,100.0
Student_7978,7.57,50.98,Pass,1,96.62
Student_7979,7.32,66.32,Pass,1,100.0
Student_7980,7.09,87.97,Pass,1,100.0
Student_7981,2.0,67.72,Pass,1,58.43
Student_7982,2.11,48.92,Pass,1,50.48
Student_7983,6.88,83.43,Pass,1,100.0
Student_7984,2.2,51.21,Pass,1,45.43
Student_7985,4.39,84.31,Pass,1,81.69
Student_7986,7.82,68.76,Pass,1,100.0
Student_7987,7.84,67.22,Pass,1,100.0
Student_7988,4.53,91.09,Pass,1,89.29
Student_7989,7.92,82.52,Pass,1,100.0
Student_7990,8.39,41.97,Pass,1,91.97
Student_7991,6.55,57.77,Pass,1,84.22
Student_7992,2.28,92.26,Pass,1,74.81
Student_7993,2.74,41.1,Pass,1,40.87
Student_7994,3.15,72.72,Pass,1,69.72
Student_7995,1.17,83.67,Pass,1,57.37
Student_7996,2.73,77.31,Pass,1,61.98
Student_7997,2.1,85.63,Pass,1,61.54
Student_7998,4.55,83.54,Pass,1,80.64
Student_7999,9.08,81.52,Pass,1,100.0
Student_8000,1.04,89.29,Pass,1,62.5
Student_8001,7.2,78.74,Pass,1,100.0
Student_8002,6.87,64.15,Pass,1,94.99
Student_8003,0.96,68.31,Pass,1,44.87
Student_8004,9.23,83.0,Pass,1,100.0
Student_8005,5.68,92.58,Pass,1,98.78
Student_8006,3.64,56.33,Pass,1,65.17
Student_8007,7.57,60.52,Pass,1,96.05
Student_8008,2.57,95.84,Pass,1,79.94
Student_8009,6.94,74.71,Pass,1,99.27
Student_8010,0.4,50.74,Fail,0,35.61
Student_8011,8.39,79.82,Pass,1,100.0
Student_8012,4.48,99.45,Pass,1,99.58
Student_8013,6.37,89.41,Pass,1,100.0
Student_8014,2.21,84.74,Pass,1,59.67
Student_8015,6.77,52.48,Pass,1,80.78
Student_8016,7.72,92.57,Pass,1,100.0
Student_8017,4.73,71.55,Pass,1,80.0
Student_8018,6.18,93.36,Pass,1,100.0
Student_8019,4.56,59.79,Pass,1,67.09
Student_8020,8.94,43.72,Pass,1,98.08
Student_8021,4.98,68.56,Pass,1,75.86
Student_8022,8.42,56.19,Pass,1,96.7
Student_8023,8.01,82.91,Pass,1,100.0
Student_8024,4.11,97.43,Pass,1,93.56
Student_8025,2.3,81.46,Pass,1,70.04
Student_8026,4.06,93.22,Pass,1,91.31
Student_8027,8.26,67.18,Pass,1,98.45
Student_8028,2.28,86.3,Pass,1,69.99
Student_8029,5.24,90.58,Pass,1,95.28
Student_8030,8.06,82.65,Pass,1,100.0
Student_8031,3.53,70.47,Pass,1,70.6
Student_8032,6.42,77.55,Pass,1,96.64
Student_8033,2.46,82.03,Pass,1,71.46
Student_8034,1.09,55.19,Pass,1,42.24
Student_8035,7.94,88.57,Pass,1,100.0
Student_8036,0.99,97.02,Pass,1,70.76
Student_8037,2.71,67.91,Pass,1,51.32
Student_8038,8.55,82.06,Pass,1,100.0
Student_8039,3.46,84.22,Pass,1,69.4
Student_8040,9.73,79.73,Pass,1,100.0
Student_8041,9.8,72.83,Pass,1,100.0
Student_8042,2.68,92.9,Pass,1,70.81
Student_8043,0.41,66.94,Fail,0,36.33
Student_8044,7.05,43.67,Pass,1,94.51
Student_8045,4.51,90.67,Pass,1,83.69
Student_8046,1.01,80.44,Pass,1,64.6
Student_8047,7.08,90.96,Pass,1,100.0
Student_8048,0.31,48.31,Fail,0,28.84
Student_8049,8.7,41.85,Pass,1,97.54
Student_8050,1.39,96.06,Pass,1,75.44
Student_8051,1.27,48.86,Fail,0,33.75
Student_8052,1.76,88.58,Pass,1,64.68
Student_8053,9.6,89.39,Pass,1,100.0
Student_8054,6.93,82.52,Pass,1,100.0
Student_8055,8.01,47.88,Pass,1,98.32
Student_8056,3.98,80.04,Pass,1,82.44
Student_8057,3.36,93.35,Pass,1,91.93
Student_8058,2.34,65.53,Pass,1,58.93
Student_8059,4.81,64.81,Pass,1,78.48
Student_8060,5.52,66.57,Pass,1,85.71
Student_8061,6.32,44.94,Pass,1,76.81
Student_8062,2.57,93.52,Pass,1,80.91
Student_8063,9.49,92.15,Pass,1,100.0
Student_8064,1.7,99.87,Pass,1,77.46
Student_8065,9.66,75.11,Pass,1,100.0
Student_8066,0.15,85.07,Pass,1,54.38
Student_8067,4.81,52.16,Pass,1,72.28
Student_8068,3.33,80.05,Pass,1,69.62
Student_8069,4.49,78.98,Pass,1,80.56
Student_8070,5.71,94.07,Pass,1,100.0
Student_8071,4.36,89.85,Pass,1,95.91
Student_8072,4.15,96.31,Pass,1,81.28
Student_8073,7.33,92.13,Pass,1,100.0
Student_8074,6.86,92.12,Pass,1,100.0
Student_8075,8.33,43.82,Pass,1,88.54
Student_8076,2.5,90.76,Pass,1,70.34
Student_8077,6.1,76.45,Pass,1,97.04
Student_8078,5.85,62.83,Pass,1,92.4
Student_8079,3.7,43.39,Pass,1,45.47
Student_8080,4.86,80.66,Pass,1,86.42
Student_8081,3.14,59.69,Pass,1,63.25
Student_8082,1.42,68.07,Pass,1,56.1
Student_8083,2.14,80.9,Pass,1,67.26
Student_8084,1.06,94.71,Pass,1,74.11
Student_8085,6.83,89.53,Pass,1,100.0
Student_8086,6.61,67.04,Pass,1,99.66
Student_8087,9.51,63.27,Pass,1,100.0
Student_8088,7.3,54.39,Pass,1,91.32
Student_8089,0.52,62.35,Fail,0,35.51
Student_8090,8.84,46.66,Pass,1,100.0
Student_8091,8.63,98.27,Pass,1,100.0
Student_8092,4.43,74.44,Pass,1,81.89
Student_8093,5.86,47.67,Pass,1,73.92
Student_8094,9.76,61.17,Pass,1,100.0
Student_8095,5.32,72.82,Pass,1,88.24
Student_8096,9.05,71.97,Pass,1,100.0
Student_8097,0.83,42.13,Fail,0,27.23
Student_8098,1.91,97.05,Pass,1,73.37
Student_8099,4.41,56.52,Pass,1,72.49
Student_8100,5.85,40.97,Pass,1,80.7
Student_8101,8.16,44.59,Pass,1,93.55
Student_8102,9.88,74.81,Pass,1,100.0
Student_8103,3.89,48.27,Pass,1,52.02
Student_8104,0.47,42.5,Fail,0,39.32
Student_8105,8.01,62.78,Pass,1,100.0
Student_8106,6.04,77.37,Pass,1,94.49
Student_8107,1.99,46.71,Pass,1,43.12
Student_8108,4.95,58.8,Pass,1,69.34
Student_8109,7.42,65.07,Pass,1,94.3
Student_8110,7.7,49.57,Pass,1,100.0
Student_8111,5.0,70.36,Pass,1,77.27
Student_8112,3.05,45.11,Pass,1,46.42
Student_8113,9.74,42.79,Pass,1,100.0
Student_8114,6.63,71.19,Pass,1,89.76
Student_8115,4.08,54.87,Pass,1,65.64
Student_8116,2.8,45.72,Pass,1,55.28
Student_8117,7.31,65.43,Pass,1,94.69
Student_8118,2.42,94.91,Pass,1,69.44
Student_8119,1.72,83.45,Pass,1,65.29
Student_8120,5.3,88.94,Pass,1,95.49
Student_8121,2.9,92.31,Pass,1,83.6
Student_8122,6.29,98.36,Pass,1,100.0
Student_8123,1.18,85.79,Pass,1,59.61
Student_8124,6.55,76.5,Pass,1,97.55
Student_8125,2.83,61.93,Pass,1,60.24
Student_8126,0.0,50.9,Fail,0,28.58
Student_8127,1.27,81.2,Pass,1,56.11
Student_8128,9.34,99.7,Pass,1,100.0
Student_8129,8.67,68.04,Pass,1,100.0
Student_8130,2.34,83.42,Pass,1,72.35
Student_8131,7.78,69.71,Pass,1,100.0
Student_8132,6.09,65.92,Pass,1,85.92
Student_8133,9.71,64.62,Pass,1,100.0
Student_8134,3.74,70.28,Pass,1,71.94
Student_8135,6.81,62.01,Pass,1,85.0
Student_8136,0.64,84.93,Pass,1,47.82
Student_8137,3.96,92.46,Pass,1,93.25
Student_8138,9.64,92.97,Pass,1,100.0
Student_8139,5.39,53.66,Pass,1,69.25
Student_8140,2.88,93.75,Pass,1,67.99
Student_8141,1.2,60.49,Pass,1,43.92
Student_8142,7.04,58.56,Pass,1,93.48
Student_8143,6.45,83.61,Pass,1,98.28
Student_8144,3.74,58.28,Pass,1,59.62
Student_8145,9.51,43.18,Pass,1,99.24
Student_8146,0.22,62.42,Pass,1,45.43
Student_8147,3.04,83.29,Pass,1,67.33
Student_8148,9.21,59.62,Pass,1,100.0
Student_8149,3.21,77.77,Pass,1,78.4
Student_8150,2.52,79.61,Pass,1,70.4
Student_8151,5.34,84.02,Pass,1,94.03
Student_8152,8.24,93.83,Pass,1,100.0
Student_8153,1.03,65.95,Pass,1,47.96
Student_8154,9.43,49.99,Pass,1,100.0
Student_8155,7.95,59.14,Pass,1,94.79
Student_8156,1.81,65.93,Pass,1,48.64
Student_8157,7.12,82.83,Pass,1,100.0
Student_8158,3.85,40.79,Pass,1,54.97
Student_8159,4.02,58.95,Pass,1,69.1
Student_8160,7.83,86.79,Pass,1,100.0
Student_8161,9.63,80.25,Pass,1,100.0
Student_8162,1.27,83.9,Pass,1,59.23
Student_8163,4.21,88.71,Pass,1,84.5
Student_8164,4.81,86.99,Pass,1,86.6
Student_8165,3.76,80.93,Pass,1,71.57
Student_8166,3.63,66.38,Pass,1,63.26
Student_8167,0.52,99.02,Pass,1,61.74
Student_8168,6.86,74.14,Pass,1,91.35
Student_8169,4.36,52.17,Pass,1,59.27
Student_8170,1.95,57.57,Pass,1,55.35
Student_8171,8.16,81.61,Pass,1,100.0
Student_8172,8.03,95.48,Pass,1,100.0
Student_8173,4.86,50.72,Pass,1,80.67
Student_8174,2.98,44.94,Pass,1,42.56
Student_8175,6.38,92.89,Pass,1,100.0
Student_8176,2.88,94.92,Pass,1,79.43
Student_8177,2.36,56.58,Pass,1,56.75
Student_8178,7.31,62.64,Pass,1,96.61
Student_8179,0.4,79.61,Pass,1,41.6
Student_8180,0.95,59.8,Pass,1,43.96
Student_8181,0.07,92.63,Pass,1,57.82
Student_8182,1.53,46.45,Fail,0,29.15
Student_8183,0.69,42.28,Pass,1,40.61
Student_8184,9.96,52.51,Pass,1,100.0
Student_8185,2.89,57.17,Pass,1,60.78
Student_8186,1.49,46.78,Fail,0,34.16
Student_8187,2.41,43.94,Pass,1,49.1
Student_8188,9.36,85.34,Pass,1,100.0
Student_8189,5.2,49.86,Pass,1,72.78
Student_8190,3.65,94.84,Pass,1,86.06
Student_8191,8.73,62.08,Pass,1,100.0
Student_8192,3.95,80.24,Pass,1,78.66
Student_8193,3.35,53.52,Pass,1,56.35
Student_8194,2.07,54.42,Pass,1,52.07
Student_8195,3.78,74.48,Pass,1,70.68
Student_8196,3.17,73.64,Pass,1,72.37
Student_8197,6.77,86.12,Pass,1,100.0
Student_8198,2.9,85.47,Pass,1,73.17
Student_8199,5.77,80.24,Pass,1,97.38
Student_8200,0.66,66.95,Pass,1,41.93
Student_8201,1.91,93.44,Pass,1,74.6
Student_8202,4.07,77.35,Pass,1,81.73
Student_8203,9.37,99.41,Pass,1,100.0
Student_8204,3.77,89.16,Pass,1,89.46
Student_8205,6.64,42.66,Pass,1,79.1
Student_8206,2.55,59.24,Pass,1,61.46
Student_8207,1.27,74.31,Pass,1,63.71
Student_8208,0.59,83.29,Pass,1,53.49
Student_8209,3.05,73.02,Pass,1,71.44
Student_8210,1.58,87.17,Pass,1,61.75
Student_8211,1.74,56.96,Pass,1,42.93
Student_8212,7.61,51.03,Pass,1,90.52
Student_8213,0.16,43.24,Fail,0,20.41
Student_8214,5.58,74.4,Pass,1,84.59
Student_8215,3.79,81.32,Pass,1,82.07
Student_8216,5.07,59.57,Pass,1,73.73
Student_8217,5.63,76.82,Pass,1,94.68
Student_8218,3.13,43.13,Pass,1,52.42
Student_8219,2.95,45.96,Pass,1,60.43
Student_8220,7.33,82.11,Pass,1,100.0
Student_8221,8.71,62.08,Pass,1,100.0
Student_8222,1.93,80.28,Pass,1,65.62
Student_8223,0.98,89.9,Pass,1,63.34
Student_8224,8.98,91.16,Pass,1,100.0
Student_8225,3.5,50.33,Pass,1,61.54
Student_8226,5.51,69.18,Pass,1,86.64
Student_8227,3.6,84.04,Pass,1,80.25
Student_8228,1.26,86.44,Pass,1,64.64
Student_8229,5.89,87.08,Pass,1,96.01
Student_8230,5.25,53.69,Pass,1,70.65
Student_8231,2.03,51.55,Pass,1,54.3
Student_8232,4.52,75.4,Pass,1,90.72
Student_8233,7.97,84.47,Pass,1,100.0
Student_8234,5.9,59.15,Pass,1,79.35
Student_8235,0.97,46.28,Pass,1,41.24
Student_8236,5.48,83.0,Pass,1,96.31
Student_8237,7.03,57.98,Pass,1,94.41
Student_8238,7.93,49.98,Pass,1,97.91
Student_8239,6.29,48.86,Pass,1,78.43
Student_8240,1.53,58.89,Pass,1,49.22
Student_8241,7.1,75.56,Pass,1,100.0
Student_8242,6.77,61.5,Pass,1,86.77
Student_8243,0.24,41.24,Fail,0,28.24
Student_8244,4.12,45.81,Pass,1,66.63
Student_8245,3.33,57.43,Pass,1,59.43
Student_8246,6.69,79.58,Pass,1,100.0
Student_8247,2.16,45.91,Pass,1,45.86
Student_8248,5.91,73.64,Pass,1,90.04
Student_8249,9.13,47.19,Pass,1,100.0
Student_8250,7.98,52.7,Pass,1,92.06
Student_8251,9.21,50.33,Pass,1,100.0
Student_8252,9.79,44.03,Pass,1,100.0
Student_8253,0.11,80.28,Pass,1,44.36
Student_8254,6.23,67.8,Pass,1,99.01
Student_8255,4.13,89.86,Pass,1,87.8
Student_8256,8.6,45.93,Pass,1,92.74
Student_8257,2.52,48.68,Pass,1,54.89
Student_8258,9.81,58.39,Pass,1,100.0
Student_8259,6.14,85.95,Pass,1,91.83
Student_8260,7.94,58.35,Pass,1,95.9
Student_8261,0.86,64.51,Pass,1,46.98
Student_8262,1.83,58.1,Fail,0,38.7
Student_8263,7.58,44.81,Pass,1,87.95
Student_8264,0.22,96.37,Pass,1,60.37
Student_8265,8.17,72.91,Pass,1,100.0
Student_8266,0.14,87.27,Pass,1,54.84
Student_8267,6.57,79.5,Pass,1,100.0
Student_8268,3.65,70.86,Pass,1,65.76
Student_8269,6.11,45.38,Pass,1,80.71
Student_8270,6.96,78.56,Pass,1,100.0
Student_8271,3.42,49.32,Pass,1,55.5
Student_8272,1.08,64.86,Pass,1,46.56
Student_8273,0.7,77.75,Pass,1,55.88
Student_8274,5.89,86.93,Pass,1,98.27
Student_8275,5.21,81.1,Pass,1,80.69
Student_8276,7.42,80.29,Pass,1,100.0
Student_8277,5.1,48.94,Pass,1,66.1
Student_8278,4.22,60.77,Pass,1,68.27
Student_8279,3.98,42.57,Pass,1,64.67
Student_8280,0.26,83.17,Pass,1,51.31
Student_8281,3.36,97.16,Pass,1,85.18
Student_8282,9.76,55.85,Pass,1,100.0
Student_8283,8.74,45.26,Pass,1,99.6
Student_8284,3.29,68.53,Pass,1,62.84
Student_8285,5.88,91.4,Pass,1,100.0
Student_8286,8.47,73.12,Pass,1,100.0
Student_8287,4.41,42.81,Pass,1,62.33
Student_8288,0.18,98.46,Pass,1,61.96
Student_8289,0.75,89.72,Pass,1,72.77
Student_8290,5.1,47.9,Pass,1,63.66
Student_8291,9.69,95.31,Pass,1,100.0
Student_8292,6.93,67.04,Pass,1,100.0
Student_8293,0.71,62.31,Pass,1,45.53
Student_8294,1.89,67.66,Pass,1,52.46
Student_8295,7.71,90.07,Pass,1,100.0
Student_8296,8.41,79.57,Pass,1,100.0
Student_8297,6.18,43.55,Pass,1,72.15
Student_8298,6.44,97.46,Pass,1,100.0
Student_8299,0.28,48.87,Fail,0,29.71
Student_8300,8.29,84.73,Pass,1,100.0
Student_8301,7.88,78.17,Pass,1,100.0
Student_8302,2.59,51.25,Pass,1,45.91
Student_8303,7.09,50.24,Pass,1,84.21
Student_8304,2.15,92.22,Pass,1,74.62
Student_8305,0.4,65.18,Pass,1,41.2
Student_8306,2.01,79.27,Pass,1,61.19
Student_8307,1.79,70.24,Pass,1,63.57
Student_8308,3.38,83.64,Pass,1,84.79
Student_8309,4.18,68.75,Pass,1,72.62
Student_8310,5.09,57.24,Pass,1,66.52
Student_8311,4.77,61.8,Pass,1,64.45
Student_8312,2.71,91.54,Pass,1,77.8
Student_8313,0.29,68.08,Pass,1,46.45
Student_8314,6.05,52.81,Pass,1,80.4
Student_8315,3.96,96.08,Pass,1,88.97
Student_8316,2.99,87.8,Pass,1,72.58
Student_8317,8.67,43.34,Pass,1,98.64
Student_8318,7.47,99.94,Pass,1,100.0
Student_8319,8.58,81.7,Pass,1,100.0
Student_8320,4.95,49.62,Pass,1,68.98
Student_8321,1.31,54.23,Fail,0,38.17
Student_8322,6.96,81.55,Pass,1,97.16
Student_8323,2.06,86.79,Pass,1,62.9
Student_8324,4.41,54.34,Pass,1,69.78
Student_8325,0.65,55.42,Pass,1,40.48
Student_8326,8.25,58.43,Pass,1,100.0
Student_8327,1.26,75.88,Pass,1,55.65
Student_8328,9.03,50.31,Pass,1,93.63
Student_8329,8.64,46.25,Pass,1,95.68
Student_8330,4.65,80.73,Pass,1,78.71
Student_8331,7.44,86.75,Pass,1,100.0
Student_8332,6.19,70.06,Pass,1,94.46
Student_8333,8.03,61.83,Pass,1,100.0
Student_8334,4.32,65.92,Pass,1,77.05
Student_8335,7.86,63.3,Pass,1,99.07
Student_8336,4.62,97.6,Pass,1,99.47
Student_8337,9.41,86.09,Pass,1,100.0
Student_8338,4.86,52.49,Pass,1,75.96
Student_8339,4.63,63.05,Pass,1,76.59
Student_8340,7.85,72.64,Pass,1,100.0
Student_8341,8.22,76.78,Pass,1,100.0
Student_8342,5.54,68.09,Pass,1,85.08
Student_8343,1.8,88.61,Pass,1,75.55
Student_8344,4.68,86.06,Pass,1,90.3
Student_8345,9.68,70.31,Pass,1,100.0
Student_8346,7.53,91.27,Pass,1,100.0
Student_8347,8.11,85.07,Pass,1,100.0
Student_8348,0.33,86.71,Pass,1,58.21
Student_8349,4.68,97.38,Pass,1,94.5
Student_8350,6.47,55.99,Pass,1,79.58
Student_8351,8.3,56.06,Pass,1,95.53
Student_8352,0.49,93.34,Pass,1,59.0
Student_8353,8.52,86.33,Pass,1,100.0
Student_8354,5.48,95.59,Pass,1,99.94
Student_8355,1.97,43.79,Fail,0,39.06
Student_8356,3.17,77.67,Pass,1,63.16
Student_8357,2.82,48.68,Pass,1,59.34
Student_8358,5.31,70.23,Pass,1,87.46
Student_8359,0.52,49.34,Fail,0,37.74
Student_8360,1.59,47.68,Pass,1,46.14
Student_8361,8.13,40.73,Pass,1,88.65
Student_8362,1.33,77.81,Pass,1,57.75
Student_8363,2.33,61.54,Pass,1,63.01
Student_8364,4.53,46.31,Pass,1,64.92
Student_8365,5.17,59.37,Pass,1,79.92
Student_8366,7.64,50.14,Pass,1,95.56
Student_8367,4.47,96.5,Pass,1,96.87
Student_8368,7.9,59.2,Pass,1,98.08
Student_8369,6.18,60.04,Pass,1,85.29
Student_8370,1.13,90.39,Pass,1,67.16
Student_8371,1.56,78.87,Pass,1,63.68
Student_8372,4.37,82.61,Pass,1,90.37
Student_8373,3.97,78.16,Pass,1,81.41
Student_8374,7.44,96.77,Pass,1,100.0
Student_8375,5.81,52.42,Pass,1,75.7
Student_8376,3.88,99.34,Pass,1,87.74
Student_8377,1.71,89.86,Pass,1,71.5
Student_8378,2.27,75.34,Pass,1,60.49
Student_8379,5.76,79.74,Pass,1,93.82
Student_8380,4.23,78.93,Pass,1,88.09
Student_8381,5.15,43.5,Pass,1,73.4
Student_8382,1.71,53.08,Pass,1,47.04
Student_8383,6.63,97.69,Pass,1,100.0
Student_8384,8.53,72.06,Pass,1,100.0
Student_8385,2.58,62.7,Pass,1,62.6
Student_8386,4.92,85.72,Pass,1,90.61
Student_8387,9.76,71.47,Pass,1,100.0
Student_8388,3.33,40.79,Pass,1,57.19
Student_8389,5.95,84.17,Pass,1,99.01
Student_8390,0.9,83.93,Pass,1,54.67
Student_8391,6.06,49.91,Pass,1,80.82
Student_8392,0.9,97.4,Pass,1,70.5
Student_8393,9.59,53.43,Pass,1,100.0
Student_8394,7.16,67.46,Pass,1,96.75
Student_8395,7.88,46.88,Pass,1,89.93
Student_8396,7.04,76.2,Pass,1,100.0
Student_8397,5.9,62.53,Pass,1,87.88
Student_8398,4.5,61.19,Pass,1,69.96
Student_8399,8.58,89.62,Pass,1,100.0
Student_8400,9.57,40.57,Pass,1,100.0
Student_8401,4.99,87.88,Pass,1,87.05
Student_8402,9.32,74.29,Pass,1,100.0
Student_8403,5.83,99.17,Pass,1,100.0
Student_8404,5.38,75.37,Pass,1,89.07
Student_8405,4.54,43.32,Pass,1,70.57
Student_8406,2.09,43.04,Pass,1,57.74
Student_8407,0.04,92.99,Pass,1,47.95
Student_8408,2.42,90.47,Pass,1,78.56
Student_8409,5.1,60.75,Pass,1,76.47
Student_8410,3.8,77.08,Pass,1,81.89
Student_8411,4.48,69.38,Pass,1,82.25
Student_8412,9.81,98.03,Pass,1,100.0
Student_8413,3.5,97.0,Pass,1,87.62
Student_8414,4.52,99.03,Pass,1,91.13
Student_8415,1.34,91.99,Pass,1,70.55
Student_8416,0.48,94.57,Pass,1,61.17
Student_8417,7.75,53.04,Pass,1,92.65
Student_8418,5.71,89.86,Pass,1,97.21
Student_8419,7.61,82.53,Pass,1,100.0
Student_8420,1.5,97.77,Pass,1,78.68
Student_8421,5.72,74.28,Pass,1,84.35
Student_8422,2.54,45.11,Pass,1,50.5
Student_8423,2.28,75.84,Pass,1,61.88
Student_8424,0.12,81.19,Pass,1,42.34
Student_8425,1.3,53.22,Pass,1,43.07
Student_8426,3.09,63.65,Pass,1,58.74
Student_8427,1.17,75.91,Pass,1,47.02
Student_8428,9.86,62.45,Pass,1,100.0
Student_8429,3.09,62.5,Pass,1,57.08
Student_8430,1.3,47.99,Fail,0,35.96
Student_8431,1.99,96.44,Pass,1,67.15
Student_8432,5.88,85.03,Pass,1,96.08
Student_8433,0.64,40.07,Fail,0,25.6
Student_8434,8.62,85.94,Pass,1,100.0
Student_8435,9.61,84.39,Pass,1,100.0
Student_8436,2.47,40.58,Pass,1,45.41
Student_8437,4.5,62.18,Pass,1,72.13
Student_8438,0.22,76.4,Pass,1,46.29
Student_8439,6.41,67.17,Pass,1,87.4
Student_8440,4.14,86.68,Pass,1,81.06
Student_8441,2.7,65.53,Pass,1,64.44
Student_8442,2.07,49.23,Fail,0,37.3
Student_8443,6.54,98.58,Pass,1,100.0
Student_8444,4.16,54.52,Pass,1,64.37
Student_8445,1.8,83.06,Pass,1,67.23
Student_8446,6.89,48.59,Pass,1,77.15
Student_8447,5.65,59.74,Pass,1,81.11
Student_8448,8.59,66.52,Pass,1,100.0
Student_8449,1.17,51.53,Fail,0,30.75
Student_8450,7.86,67.0,Pass,1,97.71
Student_8451,6.74,49.43,Pass,1,83.12
Student_8452,1.15,73.54,Pass,1,55.89
Student_8453,6.95,79.82,Pass,1,100.0
Student_8454,4.42,43.75,Pass,1,64.41
Student_8455,9.45,92.27,Pass,1,100.0
Student_8456,1.42,51.11,Fail,0,34.08
Student_8457,6.43,53.52,Pass,1,83.97
Student_8458,3.82,79.68,Pass,1,72.22
Student_8459,9.57,68.13,Pass,1,100.0
Student_8460,3.3,69.96,Pass,1,73.04
Student_8461,9.62,47.69,Pass,1,100.0
Student_8462,9.01,88.34,Pass,1,100.0
Student_8463,2.7,77.02,Pass,1,64.32
Student_8464,8.04,48.12,Pass,1,96.3
Student_8465,9.96,62.44,Pass,1,100.0
Student_8466,2.53,88.62,Pass,1,67.34
Student_8467,4.37,74.1,Pass,1,69.68
Student_8468,5.2,46.52,Pass,1,78.92
Student_8469,2.95,62.37,Pass,1,54.91
Student_8470,0.15,54.56,Fail,0,36.57
Student_8471,2.2,71.05,Pass,1,67.78
Student_8472,2.82,90.6,Pass,1,77.66
Student_8473,4.44,66.18,Pass,1,72.23
Student_8474,1.71,66.0,Pass,1,46.15
Student_8475,8.73,94.32,Pass,1,100.0
Student_8476,7.05,74.57,Pass,1,100.0
Student_8477,0.85,73.97,Pass,1,58.44
Student_8478,6.5,55.71,Pass,1,83.45
Student_8479,6.54,76.46,Pass,1,95.42
Student_8480,9.56,74.55,Pass,1,100.0
Student_8481,0.03,63.81,Fail,0,35.1
Student_8482,2.48,99.44,Pass,1,80.88
Student_8483,9.28,92.91,Pass,1,100.0
Student_8484,9.32,84.98,Pass,1,100.0
Student_8485,7.21,72.24,Pass,1,100.0
Student_8486,7.66,67.72,Pass,1,100.0
Student_8487,0.91,51.09,Pass,1,40.96
Student_8488,5.14,58.34,Pass,1,81.59
Student_8489,2.32,86.44,Pass,1,65.83
Student_8490,1.81,67.22,Pass,1,60.29
Student_8491,8.1,92.94,Pass,1,100.0
Student_8492,1.35,48.87,Fail,0,32.62
Student_8493,4.69,70.5,Pass,1,82.52
Student_8494,9.39,78.82,Pass,1,100.0
Student_8495,1.86,71.01,Pass,1,49.76
Student_8496,9.78,93.35,Pass,1,100.0
Student_8497,9.94,99.37,Pass,1,100.0
Student_8498,5.56,46.95,Pass,1,73.41
Student_8499,1.7,47.8,Pass,1,41.73
Student_8500,3.16,47.82,Pass,1,52.32
Student_8501,4.24,80.87,Pass,1,94.77
Student_8502,3.09,62.36,Pass,1,56.22
Student_8503,2.81,84.0,Pass,1,77.24
Student_8504,9.72,64.33,Pass,1,100.0
Student_8505,1.53,77.66,Pass,1,54.56
Student_8506,7.33,86.19,Pass,1,100.0
Student_8507,0.0,72.89,Fail,0,36.77
Student_8508,5.96,72.37,Pass,1,88.12
Student_8509,9.16,45.29,Pass,1,100.0
Student_8510,2.88,64.65,Pass,1,54.07
Student_8511,1.86,72.75,Pass,1,61.06
Student_8512,6.52,67.72,Pass,1,87.97
Student_8513,7.13,94.05,Pass,1,100.0
Student_8514,6.88,94.39,Pass,1,100.0
Student_8515,3.19,89.32,Pass,1,89.99
Student_8516,2.52,62.52,Pass,1,47.78
Student_8517,9.56,83.04,Pass,1,100.0
Student_8518,9.23,63.72,Pass,1,100.0
Student_8519,4.57,53.96,Pass,1,67.19
Student_8520,8.46,60.57,Pass,1,100.0
Student_8521,4.52,44.26,Pass,1,65.49
Student_8522,4.24,59.91,Pass,1,66.46
Student_8523,1.57,67.64,Pass,1,46.35
Student_8524,4.26,97.33,Pass,1,95.59
Student_8525,5.37,58.8,Pass,1,81.0
Student_8526,0.23,94.15,Pass,1,56.91
Student_8527,4.44,53.73,Pass,1,69.97
Student_8528,7.81,51.46,Pass,1,91.13
Student_8529,6.8,71.14,Pass,1,92.95
Student_8530,6.35,80.35,Pass,1,99.03
Student_8531,9.1,42.66,Pass,1,100.0
Student_8532,0.18,53.26,Fail,0,34.94
Student_8533,5.57,67.34,Pass,1,87.51
Student_8534,7.87,59.86,Pass,1,95.07
Student_8535,5.41,82.76,Pass,1,100.0
Student_8536,3.24,70.67,Pass,1,66.61
Student_8537,1.36,49.62,Pass,1,40.06
Student_8538,8.88,93.67,Pass,1,100.0
Student_8539,4.71,57.57,Pass,1,71.25
Student_8540,8.78,83.87,Pass,1,100.0
Student_8541,5.86,86.79,Pass,1,100.0
Student_8542,6.74,97.79,Pass,1,100.0
Student_8543,8.04,69.91,Pass,1,100.0
Student_8544,6.59,76.95,Pass,1,100.0
Student_8545,3.98,60.09,Pass,1,65.66
Student_8546,5.14,80.69,Pass,1,86.23
Student_8547,8.03,67.8,Pass,1,100.0
Student_8548,3.74,66.26,Pass,1,74.43
Student_8549,3.88,91.33,Pass,1,80.45
Student_8550,0.96,43.01,Fail,0,37.1
Student_8551,9.15,92.92,Pass,1,100.0
Student_8552,0.91,91.12,Pass,1,56.38
Student_8553,6.48,70.38,Pass,1,96.77
Student_8554,4.13,69.41,Pass,1,69.44
Student_8555,4.06,61.71,Pass,1,57.36
Student_8556,6.8,99.65,Pass,1,100.0
